"customer_id","recency","frequency","monetary","r_score","f_score","m_score","rfm_total_score","rfm_cell","segment"
15035,90,1,252.73,3,1,1,5,"311","Promising"
15036,73,3,429.56,3,3,2,8,"332","Promising"
15037,377,2,397.76,2,2,2,6,"222","Needs Attention"
15038,59,9,1146.53,3,5,3,11,"353","Loyal Customers"
15039,10,93,39141.48,5,5,5,15,"555","Champions"
15040,542,1,7.49,1,2,1,4,"121","Lost"
15041,171,2,288.98,3,2,2,7,"322","Promising"
15042,200,2,315.45,2,2,2,6,"222","Needs Attention"
15043,32,6,2855.32,4,4,4,12,"444","Champions"
15044,20,32,15769.01,4,5,5,14,"455","Champions"
15045,152,2,735.66,3,2,3,8,"323","Promising"
15046,10,25,7604.84,5,5,5,15,"555","Champions"
15047,270,1,343.62,2,1,2,5,"212","About To Sleep"
15048,66,4,381.00,3,4,2,9,"342","Loyal Customers"
15049,274,1,121.17,2,1,1,4,"211","About To Sleep"
15050,26,5,4087.19,4,4,5,13,"445","Champions"
15051,24,9,3926.91,4,5,5,14,"455","Champions"
15052,320,1,207.73,2,2,1,5,"221","Needs Attention"
15053,5,3,693.95,5,3,3,11,"533","Potential Loyalists"
15054,13,2,302.10,5,2,2,9,"522","Potential Loyalists"
15055,475,3,549.12,1,3,2,6,"132","At Risk"
15056,521,1,113.65,1,1,1,3,"111","Lost"
15057,276,5,3255.96,2,4,5,11,"245","Cant Lose Them"
15058,26,16,3387.58,4,5,5,14,"455","Champions"
15059,41,19,3490.40,4,5,5,14,"455","Champions"
15060,9,4,293.00,5,3,2,10,"532","Potential Loyalists"
15061,4,127,126387.57,5,5,5,15,"555","Champions"
15062,72,8,2585.62,3,5,4,12,"354","Loyal Customers"
15063,214,1,370.80,2,1,2,5,"212","About To Sleep"
15064,411,4,1254.41,1,4,4,9,"144","Cant Lose Them"
15065,38,5,3326.86,4,4,5,13,"445","Champions"
15066,54,1,893.59,4,1,3,8,"413","New Customers"
15067,79,5,3862.88,3,4,5,12,"345","Loyal Customers"
15068,47,4,1174.90,4,3,3,10,"433","Potential Loyalists"
15069,180,1,1109.53,3,1,3,7,"313","Promising"
15070,373,3,737.05,2,3,3,8,"233","Needs Attention"
15071,94,4,1455.56,3,3,4,10,"334","Promising"
15072,480,1,187.52,1,2,1,4,"121","Lost"
15073,10,8,2788.02,5,4,4,13,"544","Champions"
15074,106,3,1553.13,3,3,4,10,"334","Promising"
15075,78,1,773.03,3,1,3,7,"313","Promising"
15076,173,3,1447.74,3,3,4,10,"334","Promising"
15077,495,2,2428.08,1,2,4,7,"124","Hibernating"
15078,8,52,17276.73,5,5,5,15,"555","Champions"
15079,213,11,3625.40,2,5,5,12,"255","Cant Lose Them"
15080,428,2,546.25,1,2,2,5,"122","Lost"
15081,23,12,1854.57,4,5,4,13,"454","Champions"
15082,669,1,93.35,1,1,1,3,"111","Lost"
15083,257,1,88.20,2,1,1,4,"211","About To Sleep"
15084,380,2,965.20,2,2,3,7,"223","Needs Attention"
15085,730,1,347.54,1,1,2,4,"112","Lost"
15086,565,2,218.53,1,3,1,5,"131","At Risk"
15087,282,1,306.94,2,1,2,5,"212","About To Sleep"
15088,22,2,1160.07,4,2,3,9,"423","Potential Loyalists"
15089,11,6,2420.84,5,4,4,13,"544","Champions"
15090,309,1,381.32,2,1,2,5,"212","About To Sleep"
15091,68,3,1046.61,3,3,3,9,"333","Promising"
15092,216,3,776.46,2,3,3,8,"233","Needs Attention"
15093,19,23,13702.38,5,5,5,15,"555","Champions"
15094,464,2,83.00,1,2,1,4,"121","Lost"
15095,104,10,3141.64,3,5,5,13,"355","Loyal Customers"
15096,43,1,219.39,4,2,1,7,"421","Potential Loyalists"
15097,5,3,908.35,5,3,3,11,"533","Potential Loyalists"
15098,183,3,39916.50,3,3,5,11,"335","Promising"
15099,85,1,410.48,3,1,2,6,"312","Promising"
15100,334,7,2193.90,2,4,4,10,"244","Cant Lose Them"
15101,9,6,1477.94,5,4,4,13,"544","Champions"
15102,531,2,554.67,1,2,2,5,"122","Lost"
15103,32,2,703.36,4,2,3,9,"423","Potential Loyalists"
15104,197,2,993.54,2,2,3,7,"223","Needs Attention"
15105,19,9,3094.91,5,5,5,15,"555","Champions"
15106,18,5,1422.52,5,4,4,13,"544","Champions"
15107,312,9,824.35,2,5,3,10,"253","At Risk"
15108,142,3,1159.25,3,3,3,9,"333","Promising"
15109,246,3,983.10,2,3,3,8,"233","Needs Attention"
15110,24,6,1505.85,4,4,4,12,"444","Champions"
15111,30,5,2442.37,4,4,4,12,"444","Champions"
15112,612,1,209.40,1,2,1,4,"121","Lost"
15113,10,3,3509.04,5,3,5,13,"535","Potential Loyalists"
15114,31,12,3400.12,4,5,5,14,"455","Champions"
15115,19,2,531.85,5,2,2,9,"522","Potential Loyalists"
15116,18,4,1352.75,5,4,4,13,"544","Champions"
15117,15,8,2485.97,5,4,4,13,"544","Champions"
15118,135,1,244.80,3,1,1,5,"311","Promising"
15119,246,1,266.40,2,1,1,4,"211","About To Sleep"
15120,134,1,358.82,3,1,2,6,"312","Promising"
15121,51,2,457.72,4,2,2,8,"422","Potential Loyalists"
15122,115,11,4487.27,3,5,5,13,"355","Loyal Customers"
15123,8,5,4656.17,5,4,5,14,"545","Champions"
15124,23,4,450.82,4,4,2,10,"442","Champions"
15125,26,24,17024.87,4,5,5,14,"455","Champions"
15126,537,2,449.49,1,2,2,5,"122","Lost"
15127,66,2,711.50,3,2,3,8,"323","Promising"
15128,61,5,1783.68,3,4,4,11,"344","Loyal Customers"
15129,51,23,6860.18,4,5,5,14,"455","Champions"
15130,170,1,330.11,3,1,2,6,"312","Promising"
15131,395,1,80.28,2,1,1,4,"211","About To Sleep"
15132,19,5,977.93,5,4,3,12,"543","Champions"
15133,128,5,1806.90,3,4,4,11,"344","Loyal Customers"
15134,15,10,1596.29,5,5,4,14,"554","Champions"
15135,240,2,305.68,2,2,2,6,"222","Needs Attention"
15136,3,4,1286.70,5,4,4,13,"544","Champions"
15137,521,2,823.40,1,2,3,6,"123","Hibernating"
15138,394,1,502.52,2,1,2,5,"212","About To Sleep"
15139,240,2,178.96,2,2,1,5,"221","Needs Attention"
15140,53,8,3243.69,4,4,5,13,"445","Champions"
15141,458,7,1388.47,1,4,4,9,"144","Cant Lose Them"
15142,47,6,2619.92,4,4,4,12,"444","Champions"
15143,226,2,563.63,2,2,2,6,"222","Needs Attention"
15144,9,29,12160.31,5,5,5,15,"555","Champions"
15145,5,4,1194.73,5,3,3,11,"533","Potential Loyalists"
15146,165,2,1327.16,3,3,4,10,"334","Promising"
15147,241,1,623.50,2,1,3,6,"213","About To Sleep"
15148,11,1,301.29,5,1,2,8,"512","New Customers"
15149,134,4,1524.61,3,3,4,10,"334","Promising"
15150,18,13,8977.94,5,5,5,15,"555","Champions"
15151,424,2,2085.61,1,2,4,7,"124","Hibernating"
15152,10,14,5263.83,5,5,5,15,"555","Champions"
15153,32,1,329.25,4,1,2,7,"412","New Customers"
15154,76,3,1343.72,3,3,4,10,"334","Promising"
15155,384,1,383.97,2,1,2,5,"212","About To Sleep"
15156,2,3,961.49,5,3,3,11,"533","Potential Loyalists"
15157,4,5,2654.11,5,4,4,13,"544","Champions"
15158,46,2,606.02,4,2,3,9,"423","Potential Loyalists"
15159,2,34,22116.73,5,5,5,15,"555","Champions"
15160,358,4,589.27,2,4,2,8,"242","At Risk"
15161,389,1,119.92,2,1,1,4,"211","About To Sleep"
15162,732,1,312.90,1,1,2,4,"112","Lost"
15163,19,2,304.47,5,2,2,9,"522","Potential Loyalists"
15164,69,9,2028.11,3,5,4,12,"354","Loyal Customers"
15165,374,1,487.75,2,1,2,5,"212","About To Sleep"
15166,468,1,167.16,1,2,1,4,"121","Lost"
15167,321,5,1627.62,2,4,4,10,"244","Cant Lose Them"
15168,26,1,106.56,4,1,1,6,"411","New Customers"
15169,383,2,569.22,2,2,2,6,"222","Needs Attention"
15170,407,1,81.15,2,1,1,4,"211","About To Sleep"
15171,332,1,1289.50,2,1,4,7,"214","About To Sleep"
15172,9,5,1624.05,5,4,4,13,"544","Champions"
15173,381,7,1494.60,2,4,4,10,"244","Cant Lose Them"
15174,323,2,481.46,2,3,2,7,"232","Needs Attention"
15175,72,1,224.14,3,2,1,6,"321","Promising"
15176,668,1,988.04,1,1,3,5,"113","Hibernating"
15177,426,1,948.93,1,1,3,5,"113","Hibernating"
15178,261,1,40.50,2,1,1,4,"211","About To Sleep"
15179,19,13,7491.92,5,5,5,15,"555","Champions"
15180,368,3,816.93,2,3,3,8,"233","Needs Attention"
15181,67,5,1200.20,3,4,3,10,"343","Loyal Customers"
15182,155,11,2998.95,3,5,5,13,"355","Loyal Customers"
15183,548,3,639.93,1,3,3,7,"133","At Risk"
15184,30,4,685.39,4,3,3,10,"433","Potential Loyalists"
15185,71,1,310.62,3,1,2,6,"312","Promising"
15186,15,5,1403.20,5,4,4,13,"544","Champions"
15187,2,15,4762.18,5,5,5,15,"555","Champions"
15188,726,1,310.43,1,1,2,4,"112","Lost"
15189,2,46,17524.38,5,5,5,15,"555","Champions"
15190,435,1,834.44,1,1,3,5,"113","Hibernating"
15191,464,3,588.05,1,3,2,6,"132","At Risk"
15192,120,5,1666.39,3,4,4,11,"344","Loyal Customers"
15193,61,1,499.32,3,1,2,6,"312","Promising"
15194,4,28,12021.53,5,5,5,15,"555","Champions"
15195,3,1,3861.00,5,1,5,11,"515","New Customers"
15196,433,2,313.70,1,2,2,5,"122","Lost"
15197,11,6,1877.51,5,4,4,13,"544","Champions"
15198,93,5,571.35,3,4,2,9,"342","Loyal Customers"
15199,60,10,3122.40,3,5,5,13,"355","Loyal Customers"
15200,495,1,549.05,1,1,2,4,"112","Lost"
15201,88,7,1842.95,3,4,4,11,"344","Loyal Customers"
15203,26,15,4400.18,4,5,5,14,"455","Champions"
15204,358,1,316.58,2,1,2,5,"212","About To Sleep"
15205,86,2,653.24,3,3,3,9,"333","Promising"
15206,11,4,420.30,5,3,2,10,"532","Potential Loyalists"
15207,417,3,683.92,1,3,3,7,"133","At Risk"
15208,2,6,970.52,5,4,3,12,"543","Champions"
15209,731,1,178.98,1,2,1,4,"121","Lost"
15210,226,3,1176.19,2,3,3,8,"233","Needs Attention"
15211,61,2,894.41,3,2,3,8,"323","Promising"
15212,242,2,208.28,2,3,1,6,"231","Needs Attention"
15213,319,2,328.35,2,2,2,6,"222","Needs Attention"
15214,2,8,1661.44,5,4,4,13,"544","Champions"
15215,47,7,2422.43,4,4,4,12,"444","Champions"
15216,88,2,486.09,3,3,2,8,"332","Promising"
15217,564,1,426.24,1,1,2,4,"112","Lost"
15218,11,22,11453.83,5,5,5,15,"555","Champions"
15219,177,2,685.45,3,2,3,8,"323","Promising"
15220,52,6,1778.96,4,4,4,12,"444","Champions"
15221,367,4,2062.20,2,3,4,9,"234","Needs Attention"
15222,319,11,3550.91,2,5,5,12,"255","Cant Lose Them"
15223,226,5,1417.95,2,4,4,10,"244","Cant Lose Them"
15224,359,5,871.36,2,4,3,9,"243","At Risk"
15225,235,1,409.40,2,1,2,5,"212","About To Sleep"
15226,311,1,154.41,2,2,1,5,"221","Needs Attention"
15227,37,9,2488.49,4,5,4,13,"454","Champions"
15228,67,6,5580.27,3,4,5,12,"345","Loyal Customers"
15229,587,1,160.50,1,2,1,4,"121","Lost"
15230,240,2,429.60,2,2,2,6,"222","Needs Attention"
15231,622,1,250.26,1,1,1,3,"111","Lost"
15232,114,2,612.06,3,2,3,8,"323","Promising"
15233,402,1,59.40,2,1,1,4,"211","About To Sleep"
15234,277,1,197.00,2,2,1,5,"221","Needs Attention"
15235,218,16,2772.76,2,5,4,11,"254","Cant Lose Them"
15236,299,1,321.05,2,1,2,5,"212","About To Sleep"
15237,2,4,1412.32,5,3,4,12,"534","Potential Loyalists"
15238,30,3,1071.99,4,3,3,10,"433","Potential Loyalists"
15239,11,2,780.59,5,2,3,10,"523","Potential Loyalists"
15240,45,12,4459.98,4,5,5,14,"455","Champions"
15241,67,11,3050.16,3,5,5,13,"355","Loyal Customers"
15242,423,1,302.04,1,1,2,4,"112","Lost"
15243,75,2,927.28,3,2,3,8,"323","Promising"
15244,66,3,912.08,3,3,3,9,"333","Promising"
15245,135,8,4610.84,3,5,5,13,"355","Loyal Customers"
15246,239,3,780.40,2,3,3,8,"233","Needs Attention"
15247,123,3,976.06,3,3,3,9,"333","Promising"
15248,412,3,1893.93,1,3,4,8,"134","At Risk"
15249,32,18,9266.00,4,5,5,14,"455","Champions"
15250,641,1,60.00,1,1,1,3,"111","Lost"
15251,10,21,20324.54,5,5,5,15,"555","Champions"
15252,37,5,2103.41,4,4,4,12,"444","Champions"
15253,17,8,2055.09,5,5,4,14,"554","Champions"
15254,128,3,1088.35,3,3,3,9,"333","Promising"
15255,67,9,3706.02,3,5,5,13,"355","Loyal Customers"
15256,149,2,170.40,3,2,1,6,"321","Promising"
15257,284,2,685.90,2,3,3,8,"233","Needs Attention"
15258,169,2,623.16,3,2,3,8,"323","Promising"
15259,513,4,1182.38,1,3,3,7,"133","At Risk"
15260,101,25,8767.73,3,5,5,13,"355","Loyal Customers"
15261,136,4,1508.00,3,3,4,10,"334","Promising"
15262,324,3,418.82,2,3,2,7,"232","Needs Attention"
15263,107,1,156.51,3,2,1,6,"321","Promising"
15264,65,2,848.40,3,2,3,8,"323","Promising"
15265,152,4,3345.64,3,3,5,11,"335","Promising"
15266,339,5,852.21,2,4,3,9,"243","At Risk"
15267,23,5,1717.36,4,4,4,12,"444","Champions"
15268,479,3,961.90,1,3,3,7,"133","At Risk"
15269,24,3,1225.36,4,3,4,11,"434","Potential Loyalists"
15270,16,21,8524.86,5,5,5,15,"555","Champions"
15271,8,24,4528.54,5,5,5,15,"555","Champions"
15272,58,6,2030.95,4,4,4,12,"444","Champions"
15273,600,1,228.96,1,2,1,4,"121","Lost"
15274,5,2,716.57,5,2,3,10,"523","Potential Loyalists"
15275,38,1,615.14,4,1,3,8,"413","New Customers"
15276,67,4,619.80,3,4,3,10,"343","Loyal Customers"
15277,47,2,476.34,4,3,2,9,"432","Potential Loyalists"
15278,562,4,496.16,1,3,2,6,"132","At Risk"
15279,355,5,1580.54,2,4,4,10,"244","Cant Lose Them"
15280,173,3,397.52,3,3,2,8,"332","Promising"
15281,59,16,8543.57,3,5,5,13,"355","Loyal Customers"
15282,571,1,348.59,1,1,2,4,"112","Lost"
15283,391,3,148.33,2,3,1,6,"231","Needs Attention"
15284,501,1,24.75,1,2,1,4,"121","Lost"
15285,408,1,94.92,2,1,1,4,"211","About To Sleep"
15286,50,1,240.55,4,1,1,6,"411","New Customers"
15287,23,5,856.03,4,4,3,11,"443","Champions"
15288,44,10,3706.53,4,5,5,14,"455","Champions"
15289,30,5,1593.09,4,4,4,12,"444","Champions"
15290,5,26,10496.28,5,5,5,15,"555","Champions"
15291,26,39,13472.76,4,5,5,14,"455","Champions"
15292,202,1,178.39,2,2,1,5,"221","Needs Attention"
15293,666,1,247.50,1,1,1,3,"111","Lost"
15294,411,1,233.35,1,1,1,3,"111","Lost"
15295,655,1,207.04,1,2,1,4,"121","Lost"
15296,51,12,10323.03,4,5,5,14,"455","Champions"
15297,11,3,641.94,5,3,3,11,"533","Potential Loyalists"
15298,3,23,9061.77,5,5,5,15,"555","Champions"
15299,68,9,5556.53,3,5,5,13,"355","Loyal Customers"
15300,65,1,496.44,3,1,2,6,"312","Promising"
15301,51,17,6909.67,4,5,5,14,"455","Champions"
15302,731,1,308.00,1,1,2,4,"112","Lost"
15303,291,3,1224.18,2,3,4,9,"234","Needs Attention"
15304,61,9,796.40,3,5,3,11,"353","Loyal Customers"
15305,556,1,93.60,1,1,1,3,"111","Lost"
15306,65,9,3484.73,3,5,5,13,"355","Loyal Customers"
15307,96,1,205.30,3,2,1,6,"321","Promising"
15308,275,1,310.47,2,1,2,5,"212","About To Sleep"
15309,611,4,797.96,1,3,3,7,"133","At Risk"
15310,479,1,1634.64,1,1,4,6,"114","Hibernating"
15311,1,207,114671.42,5,5,5,15,"555","Champions"
15312,76,12,2930.19,3,5,5,13,"355","Loyal Customers"
15313,111,1,52.00,3,1,1,5,"311","Promising"
15314,200,3,820.45,2,3,3,8,"233","Needs Attention"
15315,65,2,570.50,3,2,2,7,"322","Promising"
15316,327,1,165.00,2,2,1,5,"221","Needs Attention"
15317,678,1,129.75,1,1,1,3,"111","Lost"
15318,4,1,312.62,5,1,2,8,"512","New Customers"
15319,284,1,204.50,2,2,1,5,"221","Needs Attention"
15320,45,1,267.13,4,1,1,6,"411","New Customers"
15321,71,12,6709.73,3,5,5,13,"355","Loyal Customers"
15322,86,2,1390.86,3,2,4,9,"324","Promising"
15323,563,3,434.60,1,3,2,6,"132","At Risk"
15324,702,1,140.22,1,2,1,4,"121","Lost"
15325,104,8,1601.46,3,4,4,11,"344","Loyal Customers"
15326,334,5,1700.52,2,4,4,10,"244","Cant Lose Them"
15327,53,1,208.75,4,2,1,7,"421","Potential Loyalists"
15328,408,1,107.24,2,1,1,4,"211","About To Sleep"
15329,40,11,2958.83,4,5,5,14,"455","Champions"
15330,33,2,714.96,4,2,3,9,"423","Potential Loyalists"
15331,500,3,767.91,1,3,3,7,"133","At Risk"
15332,367,6,4892.68,2,4,5,11,"245","Cant Lose Them"
15333,209,1,1028.56,2,1,3,6,"213","About To Sleep"
15334,157,3,347.87,3,3,2,8,"332","Promising"
15335,54,1,170.22,4,2,1,7,"421","Potential Loyalists"
15336,402,1,240.50,2,1,1,4,"211","About To Sleep"
15337,412,1,373.02,1,1,2,4,"112","Lost"
15338,678,1,277.93,1,1,1,3,"111","Lost"
15339,67,7,1821.02,3,4,4,11,"344","Loyal Customers"
15340,562,1,105.50,1,1,1,3,"111","Lost"
15341,81,2,2402.72,3,2,4,9,"324","Promising"
15342,130,1,406.09,3,1,2,6,"312","Promising"
15343,88,1,364.50,3,1,2,6,"312","Promising"
15344,1,3,563.94,5,3,2,10,"532","Potential Loyalists"
15345,46,1,393.54,4,1,2,7,"412","New Customers"
15346,333,3,596.12,2,3,2,7,"232","Needs Attention"
15347,367,4,1162.00,2,3,3,8,"233","Needs Attention"
15348,73,1,158.04,3,2,1,6,"321","Promising"
15349,159,2,463.91,3,3,2,8,"332","Promising"
15350,374,2,547.60,2,2,2,6,"222","Needs Attention"
15351,13,10,3430.22,5,5,5,15,"555","Champions"
15352,549,1,111.15,1,1,1,3,"111","Lost"
15353,255,7,2794.47,2,4,4,10,"244","Cant Lose Them"
15355,30,2,277.05,4,2,1,7,"421","Potential Loyalists"
15356,32,13,3239.57,4,5,5,14,"455","Champions"
15358,5,42,16425.86,5,5,5,15,"555","Champions"
15359,663,8,181.35,1,5,1,7,"151","At Risk"
15360,40,1,427.93,4,1,2,7,"412","New Customers"
15361,362,4,689.07,2,4,3,9,"243","At Risk"
15362,449,2,613.08,1,2,3,6,"123","Hibernating"
15363,373,2,678.11,2,2,3,7,"223","Needs Attention"
15364,96,2,913.19,3,2,3,8,"323","Promising"
15365,26,13,4557.13,4,5,5,14,"455","Champions"
15366,76,7,2389.08,3,4,4,11,"344","Loyal Customers"
15367,58,11,5081.33,4,5,5,14,"455","Champions"
15368,22,2,722.74,4,2,3,9,"423","Potential Loyalists"
15369,493,11,6251.26,1,5,5,11,"155","Cant Lose Them"
15370,41,8,3739.01,4,5,5,14,"455","Champions"
15371,663,1,59.40,1,1,1,3,"111","Lost"
15372,138,8,6017.06,3,4,5,12,"345","Loyal Customers"
15373,9,17,3084.54,5,5,5,15,"555","Champions"
15374,129,2,307.32,3,2,2,7,"322","Promising"
15375,691,1,60.96,1,1,1,3,"111","Lost"
15376,41,3,1221.56,4,3,4,11,"434","Potential Loyalists"
15377,383,4,1211.75,2,4,4,10,"244","Cant Lose Them"
15378,463,2,246.50,1,2,1,4,"121","Lost"
15379,170,8,4877.84,3,5,5,13,"355","Loyal Customers"
15380,9,11,3248.96,5,5,5,15,"555","Champions"
15381,214,5,1890.57,2,4,4,10,"244","Cant Lose Them"
15382,15,12,13733.55,5,5,5,15,"555","Champions"
15384,170,4,2027.79,3,4,4,11,"344","Loyal Customers"
15385,41,3,942.08,4,3,3,10,"433","Potential Loyalists"
15386,187,1,394.14,3,1,2,6,"312","Promising"
15387,493,1,468.65,1,1,2,4,"112","Lost"
15388,271,1,140.54,2,2,1,5,"221","Needs Attention"
15389,173,5,2733.80,3,4,4,11,"344","Loyal Customers"
15390,397,2,1216.66,2,2,4,8,"224","Needs Attention"
15391,585,1,289.87,1,1,2,4,"112","Lost"
15392,5,7,2911.62,5,4,5,14,"545","Champions"
15393,17,5,891.34,5,4,3,12,"543","Champions"
15394,10,11,5286.80,5,5,5,15,"555","Champions"
15395,326,1,107.45,2,1,1,4,"211","About To Sleep"
15396,113,2,796.38,3,2,3,8,"323","Promising"
15397,290,1,94.00,2,1,1,4,"211","About To Sleep"
15398,17,2,1345.53,5,2,4,11,"524","Potential Loyalists"
15399,2,3,815.77,5,3,3,11,"533","Potential Loyalists"
15400,93,8,1302.30,3,4,4,11,"344","Loyal Customers"
15401,453,2,216.95,1,3,1,5,"131","At Risk"
15402,149,6,1830.12,3,4,4,11,"344","Loyal Customers"
15403,492,2,170.88,1,2,1,4,"121","Lost"
15404,376,1,257.06,2,1,1,4,"211","About To Sleep"
15405,190,2,659.84,2,2,3,7,"223","Needs Attention"
15406,32,4,975.87,4,3,3,10,"433","Potential Loyalists"
15407,34,4,1046.74,4,4,3,11,"443","Champions"
15408,265,1,267.18,2,1,1,4,"211","About To Sleep"
15409,722,1,131.25,1,1,1,3,"111","Lost"
15410,85,10,4685.72,3,5,5,13,"355","Loyal Customers"
15411,27,4,1348.93,4,4,4,12,"444","Champions"
15412,172,1,190.53,3,2,1,6,"321","Promising"
15413,692,5,6798.72,1,4,5,10,"145","Cant Lose Them"
15414,10,3,774.90,5,3,3,11,"533","Potential Loyalists"
15415,314,1,559.61,2,1,2,5,"212","About To Sleep"
15416,65,7,4572.82,3,4,5,12,"345","Loyal Customers"
15417,86,1,508.80,3,1,2,6,"312","Promising"
15418,426,2,449.42,1,2,2,5,"122","Lost"
15419,25,1,135.86,4,2,1,7,"421","Potential Loyalists"
15420,435,6,743.00,1,4,3,8,"143","At Risk"
15421,59,10,3805.34,4,5,5,14,"455","Champions"
15422,324,7,1619.97,2,4,4,10,"244","Cant Lose Them"
15423,39,3,266.89,4,3,1,8,"431","Potential Loyalists"
15424,255,3,597.78,2,3,2,7,"232","Needs Attention"
15425,401,4,1941.12,2,3,4,9,"234","Needs Attention"
15426,20,9,2156.35,4,5,4,13,"454","Champions"
15427,34,3,1430.54,4,3,4,11,"434","Potential Loyalists"
15428,16,4,762.75,5,3,3,11,"533","Potential Loyalists"
15429,27,2,397.35,4,2,2,8,"422","Potential Loyalists"
15430,468,2,954.75,1,2,3,6,"123","Hibernating"
15431,503,1,153.24,1,2,1,4,"121","Lost"
15432,24,2,320.76,4,2,2,8,"422","Potential Loyalists"
15433,214,2,533.30,2,2,2,6,"222","Needs Attention"
15434,9,11,2567.06,5,5,4,14,"554","Champions"
15435,23,1,149.29,4,2,1,7,"421","Potential Loyalists"
15436,13,3,1067.75,5,3,3,11,"533","Potential Loyalists"
15437,263,2,393.45,2,2,2,6,"222","Needs Attention"
15438,132,1,156.58,3,2,1,6,"321","Promising"
15439,405,4,1269.05,2,4,4,10,"244","Cant Lose Them"
15440,55,3,383.68,4,3,2,9,"432","Potential Loyalists"
15441,397,3,1254.21,2,3,4,9,"234","Needs Attention"
15442,249,1,594.00,2,1,2,5,"212","About To Sleep"
15443,2,14,5114.23,5,5,5,15,"555","Champions"
15444,10,2,1411.21,5,2,4,11,"524","Potential Loyalists"
15445,265,2,284.50,2,2,1,5,"221","Needs Attention"
15446,377,3,396.75,2,3,2,7,"232","Needs Attention"
15447,331,5,492.88,2,4,2,8,"242","At Risk"
15448,313,2,788.81,2,2,3,7,"223","Needs Attention"
15449,27,3,974.52,4,3,3,10,"433","Potential Loyalists"
15450,31,1,429.84,4,1,2,7,"412","New Customers"
15451,435,2,226.86,1,3,1,5,"131","At Risk"
15452,30,6,1785.11,4,4,4,12,"444","Champions"
15453,2,7,1371.77,5,4,4,13,"544","Champions"
15454,363,2,303.89,2,2,2,6,"222","Needs Attention"
15455,598,1,38.25,1,1,1,3,"111","Lost"
15456,284,10,2091.52,2,5,4,11,"254","Cant Lose Them"
15457,263,1,237.07,2,1,1,4,"211","About To Sleep"
15458,26,2,370.44,4,3,2,9,"432","Potential Loyalists"
15459,418,2,202.83,1,3,1,5,"131","At Risk"
15460,355,1,214.26,2,2,1,5,"221","Needs Attention"
15461,461,2,429.70,1,2,2,5,"122","Lost"
15462,95,4,737.05,3,4,3,10,"343","Loyal Customers"
15463,30,1,126.14,4,1,1,6,"411","New Customers"
15464,339,1,1044.65,2,1,3,6,"213","About To Sleep"
15465,20,32,12100.40,4,5,5,14,"455","Champions"
15466,86,4,1560.46,3,3,4,10,"334","Promising"
15467,10,3,524.88,5,3,2,10,"532","Potential Loyalists"
15468,52,3,1430.48,4,3,4,11,"434","Potential Loyalists"
15469,51,3,874.25,4,3,3,10,"433","Potential Loyalists"
15470,576,1,63.42,1,1,1,3,"111","Lost"
15471,3,3,1292.01,5,3,4,12,"534","Potential Loyalists"
15472,114,1,371.56,3,1,2,6,"312","Promising"
15473,15,8,2046.00,5,5,4,14,"554","Champions"
15474,596,1,150.35,1,2,1,4,"121","Lost"
15475,78,1,454.11,3,1,2,6,"312","Promising"
15476,381,4,2209.98,2,3,4,9,"234","Needs Attention"
15477,650,1,368.40,1,1,2,4,"112","Lost"
15478,41,3,1940.98,4,3,4,11,"434","Potential Loyalists"
15479,734,1,147.40,1,2,1,4,"121","Lost"
15480,117,3,3592.25,3,3,5,11,"335","Promising"
15481,402,1,1993.34,2,1,4,7,"214","About To Sleep"
15482,16,18,14377.36,5,5,5,15,"555","Champions"
15483,162,10,810.68,3,5,3,11,"353","Loyal Customers"
15484,2,6,4652.10,5,4,5,14,"545","Champions"
15485,31,7,4810.92,4,4,5,13,"445","Champions"
15486,528,1,102.00,1,1,1,3,"111","Lost"
15487,680,1,231.32,1,1,1,3,"111","Lost"
15488,93,5,431.92,3,4,2,9,"342","Loyal Customers"
15489,23,8,2419.61,4,4,4,12,"444","Champions"
15490,431,1,210.85,1,2,1,4,"121","Lost"
15491,96,6,3100.09,3,4,5,12,"345","Loyal Customers"
15492,29,2,659.46,4,2,3,9,"423","Potential Loyalists"
15493,33,9,4113.19,4,5,5,14,"455","Champions"
15494,22,5,3702.60,4,4,5,13,"445","Champions"
15495,380,1,246.50,2,1,1,4,"211","About To Sleep"
15496,632,1,146.14,1,2,1,4,"121","Lost"
15497,18,9,8657.39,5,5,5,15,"555","Champions"
15498,3,44,24972.86,5,5,5,15,"555","Champions"
15499,724,1,158.65,1,2,1,4,"121","Lost"
15500,9,4,1131.56,5,3,3,11,"533","Potential Loyalists"
15501,405,2,399.95,2,2,2,6,"222","Needs Attention"
15502,16,12,9542.92,5,5,5,15,"555","Champions"
15503,363,2,257.30,2,2,1,5,"221","Needs Attention"
15504,82,4,391.45,3,3,2,8,"332","Promising"
15505,53,5,3610.96,4,4,5,13,"445","Champions"
15506,23,6,2030.33,4,4,4,12,"444","Champions"
15507,172,1,475.86,3,1,2,6,"312","Promising"
15508,190,6,1000.27,2,4,3,9,"243","At Risk"
15509,381,1,152.41,2,2,1,5,"221","Needs Attention"
15510,331,1,250.00,2,1,1,4,"211","About To Sleep"
15511,12,5,900.53,5,4,3,12,"543","Champions"
15512,156,4,331.58,3,3,2,8,"332","Promising"
15513,34,35,26437.05,4,5,5,14,"455","Champions"
15514,13,18,6388.28,5,5,5,15,"555","Champions"
